EXAM_ID,PREP_TYPE,PREP_TEXT,LINK
PLACEHOLDER,learning path,Deploy a website with Azure virtual machines,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-virtual-machines
PLACEHOLDER,learning path,Architect great solutions in Azure,https://docs.microsoft.com/en-us/learn/paths/architect-great-solutions-in-azure
PLACEHOLDER,module,Automate Azure tasks using scripts with PowerShell,https://docs.microsoft.com/en-us/learn/modules/automate-azure-tasks-with-powershell
PLACEHOLDER,module,Process images with the Computer Vision service,https://docs.microsoft.com/en-us/learn/modules/create-computer-vision-service-to-classify-images
PLACEHOLDER,module,Enable reliable messaging for Big Data applications using Azure Event Hubs,https://docs.microsoft.com/en-us/learn/modules/enable-reliable-messaging-for-big-data-apps-using-event-hubs
PLACEHOLDER,learning path,Deploy a website to Azure with Azure App Service,https://docs.microsoft.com/en-us/learn/paths/deploy-a-website-with-azure-app-service
PLACEHOLDER,learning path,Manage resources in Azure,https://docs.microsoft.com/en-us/learn/paths/manage-resources-in-azure
PLACEHOLDER,module,Build a .NET Core app for Azure Cosmos DB in Visual Studio Code,https://docs.microsoft.com/en-us/learn/modules/build-cosmos-db-app-with-vscode
PLACEHOLDER,module,Add and size disks in Azure virtual machines,https://docs.microsoft.com/en-us/learn/modules/add-and-size-disks-in-azure-virtual-machines
PLACEHOLDER,module,Secure your Azure virtual machine disks,https://docs.microsoft.com/en-us/learn/modules/secure-your-azure-virtual-machine-disks
PLACEHOLDER,module,Top 5 security items to consider before pushing to production,https://docs.microsoft.com/en-us/learn/modules/top-5-security-items-to-consider
PLACEHOLDER,module,Introduction to Azure virtual machines,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-virtual-machines
PLACEHOLDER,module,Run Docker containers with Azure Container Instances,https://docs.microsoft.com/en-us/learn/modules/run-docker-with-azure-container-instances
PLACEHOLDER,learning path,Work with NoSQL data in Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/paths/work-with-nosql-data-in-azure-cosmos-db
PLACEHOLDER,module,Control Azure services with the CLI,https://docs.microsoft.com/en-us/learn/modules/control-azure-services-with-cli
PLACEHOLDER,module,Insert and query data in your Azure Cosmos DB database,https://docs.microsoft.com/en-us/learn/modules/access-data-with-cosmos-db-and-sql-api
PLACEHOLDER,module,Discover sentiment in text with the Text Analytics API,https://docs.microsoft.com/en-us/learn/modules/classify-user-feedback-with-the-text-analytics-api
PLACEHOLDER,module,Share your location as a text message using Azure Functions and Twilio,https://docs.microsoft.com/en-us/learn/modules/send-location-over-sms-using-azure-functions-twilio
PLACEHOLDER,module,"Interactive deep learning with Jupyter, Docker and PyTorch on the Data Science Virtual Machine",https://docs.microsoft.com/en-us/learn/modules/interactive-deep-learning
PLACEHOLDER,module,Manage secrets in your server apps with Azure Key Vault,https://docs.microsoft.com/en-us/learn/modules/manage-secrets-with-azure-key-vault
PLACEHOLDER,module,Manage virtual machines with the Azure CLI,https://docs.microsoft.com/en-us/learn/modules/manage-virtual-machines-with-azure-cli
PLACEHOLDER,module,Connect an app to Azure Storage,https://docs.microsoft.com/en-us/learn/modules/connect-an-app-to-azure-storage
PLACEHOLDER,module,Create an Azure Database for PostgreSQL server,https://docs.microsoft.com/en-us/learn/modules/create-azure-db-for-postgresql-server
PLACEHOLDER,module,Choose a data storage approach in Azure,https://docs.microsoft.com/en-us/learn/modules/choose-storage-approach-in-azure
PLACEHOLDER,module,Distribute your data globally with Azure Cosmos DB,https://docs.microsoft.com/en-us/learn/modules/distribute-data-globally-with-cosmos-db
PLACEHOLDER,module,"Security, responsibility and trust in Azure",https://docs.microsoft.com/en-us/learn/modules/intro-to-security-in-azure
PLACEHOLDER,module,Build and run a web application with the MEAN stack on an Azure Linux virtual machine,https://docs.microsoft.com/en-us/learn/modules/build-a-web-app-with-mean-on-a-linux-vm
PLACEHOLDER,module,Build Azure Resource Manager templates,https://docs.microsoft.com/en-us/learn/modules/build-azure-vm-templates
PLACEHOLDER,module,Optimize your web applications by caching read-only data with Redis,https://docs.microsoft.com/en-us/learn/modules/optimize-your-web-apps-with-redis
PLACEHOLDER,module,Design for availability and recoverability in Azure,https://docs.microsoft.com/en-us/learn/modules/design-for-availability-and-recoverability-in-azure
PLACEHOLDER,module,Communicate between applications with Azure Queue storage,https://docs.microsoft.com/en-us/learn/modules/communicate-between-apps-with-azure-queue-storage
PLACEHOLDER,module,Choose a messaging model in Azure to loosely connect your services,https://docs.microsoft.com/en-us/learn/modules/choose-a-messaging-model-in-azure-to-connect-your-services
PLACEHOLDER,module,Build and store container images with Azure Container Registry,https://docs.microsoft.com/en-us/learn/modules/build-and-store-container-images
PLACEHOLDER,module,Core Cloud Services - Azure networking options,https://docs.microsoft.com/en-us/learn/modules/intro-to-azure-networking
PLACEHOLDER,module,Design for performance and scalability in Azure,https://docs.microsoft.com/en-us/learn/modules/design-for-performance-and-scalability-in-azure
PLACEHOLDER,module,Work with mutable and partial data in Azure Cache for Redis,https://docs.microsoft.com/en-us/learn/modules/work-with-mutable-and-partial-data-in-a-redis-cache
PLACEHOLDER,learning path,Connect your services together,https://docs.microsoft.com/en-us/learn/paths/connect-your-services-together
PLACEHOLDER,module,Analyze climate data with Azure Notebooks,https://docs.microsoft.com/en-us/learn/modules/analyze-climate-data-with-azure-notebooks
PLACEHOLDER,learning path,Store data in Azure,https://docs.microsoft.com/en-us/learn/paths/store-data-in-azure
